English	Swedish	POS	source	row
Ethernet energy harvesting	ethernet energi skörd	N?	0	ICT	1095
Ethernet power	Ethernet ström	N?	0	ICT	1096
ethernet, ethernets	ethernet, ethernetet, ethernet	N	1	GF	562
ethical aspect, ethical aspects	etisk aspekt, etiska aspekten, etiska aspekter	N	1	GF	563
Ethical dilemmas	Etiska dilemman	N?	0	ACM	1455
Ethics	Etik	N?	0	ACM	1372
ethics	etik	N?	0	ICT	1097
Ethics [**]	Etik [**]	N?	0	ACM	1458
ethics, ethics	etik, etiken, etiker	N	1	GF	564
Europay, MasterCard, and Visa (EMV)	Europay, MasterCard, och Visa	N?	0	ICT	1098
Europe	Europa	N?	0	ICT	1099
European	europeiska	N?	0	ICT	1100
European Stability Mechanism (ESM)	Europeiska stabilitetsmekanismen	N?	0	ICT	1101
evaluate evaluates evaluated evaluation	utvärdera utvärderar utvärderas utvärdering	N?	0	ICT	1102
evaluate, evaluated, evaluated	 evaluera, evaluerade, evaluerat	V	1	GF	565
evaluation criteria	utvärderingskriterier	N?	0	ICT	1103
evaluation models	utvärderingsmodeller	N?	0	ICT	1104
Evaluation strategies	Utvärderingsstrategier	N?	0	ACM	989
evaluation, evaluations	evaluering, evalueringen, evalueringar	N	1	GF	566
Evaluation/methodology		N?	0	ACM	933
Evaluation/methodology		N?	0	ACM	940
Evaluation/methodology		N?	0	ACM	960
event events	händelse händelser	N?	0	ICT	1105
event, events	händelse, händelsen, händelser	N	1	GF	567
event-driven	händelsestyrd	N?	0	ICT	1106
everything	allt	N?	0	ICT	1107
everywhere	överallt	N?	0	ICT	1108
evolution	evolutionen	N?	0	ICT	1109
evolution, evolutions	evolution, evolutionen, evolutioner	N	1	GF	568
Evolutionary prototyping	Stegvisa prototypsystem	N?	0	ACM	326
exact	exakt	N?	0	ICT	1110
Exact coding [**]	Exakt kodning [**]	N?	0	ACM	1159
examination hall exam, examination hall exams	salstentamen, salstentamen, salstentamina	N	1	GF	569
examination, examinations	examination, examinationen, examinationer	N	1	GF	570
examine examines examination examining  examined	undersöka undersöker undersökning undersöker undersöktes	N?	0	ICT	1111
example examples	exempel	N?	0	ICT	1112
example, examples	exempel, exemplet, exempel	N	1	GF	571
exceed|s exceeding	överstiga överstiger överstigande	N?	0	ICT	1113
excellent	utmärkt	N?	0	ICT	1114
except	utom	N?	0	ICT	1115
exception handling, exception handlings	undantagshantering, undantagshanteringen, undantagshanteringar	N	1	GF	572
exception, exceptions	undantag, undantaget, undantag	N	1	GF	573
excess	överskott	N?	0	ICT	1116
exchange exchanges exchanged exchanging	växel/utbyte utbyte utbyts utbyte	N?	0	ICT	1117
exchange, exchanged, exchanged	 byta, bytte, bytt	V	1	GF	574
exchange, exchanges	utbyte, utbytet, utbyten	N	1	GF	575
excited excitation	exciterade excite	N?	0	ICT	1118
excluded	uteslutna	N?	0	ICT	1119
exclusive	exklusivt	N?	0	ICT	1120
excreters		N?	0	ICT	1121
executable	exekverbar, exekverbart, exekverbara	A	1	GF	576
execute executed	exekvera exekveras	N?	0	ICT	1122
execute, executed, executed	 exekvera, exekverade, exekverat	V	1	GF	577
execution, executions	exekvering, exekveringen, exekveringar	N	1	GF	578
exemplify, exemplified, exemplified	 exemplifiera, exemplifierade, exemplifierat	V	1	GF	579
exercise, exercises	övning, övningen, övningar	N	1	GF	580
exhibition	utställning	N?	0	ICT	1123
exist exists existance existing	existera existerar existance befintlig	N?	0	ICT	1124
expand, expanded, expanded	 utöka, utökade, utökat	V	1	GF	581
expande expandes expanded expanding	expande expanderar expand expanderande	N?	0	ICT	1125
expansion bus, expansion buses	expansionskort, expansionskortet, expansionskort	N	1	GF	582
expansion, expansions	expansion, expansionen, expansioner	N	1	GF	583
expect|s expected expectation	förvänta|r förväntas förväntan	N?	0	ICT	1126
expendables	utgiftsmaterial	N?	0	ICT	1127
expenditure of time	tidsåtgång	N?	0	ICT	1128
expense, expenses	utgift, utgiften, utgifter	N	1	GF	584
expensive	dyra	N?	0	ICT	1129
experience	erfarenhet	N?	0	ICT	1130
experience feedback	erfarenhetsåterföring	N?	0	ICT	1131
experience, experienced, experienced	 erfarenhet, erfarenhetdde, erfarenhettt	V	1	GF	585
experiment framework	experimentet ramverk	N?	0	ICT	1133
experiment, experimented, experimented	 experimentera, experimenterade, experimenterat	V	1	GF	586
Experimental design		N?	0	ACM	784
experimental evaluation	experimentell utvärdering	N?	0	ICT	1134
experiment|s experimental experimented	experimentet experiment experimentell experimente	N?	0	ICT	1132
expert	sakkunnig	N?	0	ICT	1135
Expert system tools and techniques	Verktyg och tekniker för expertsystem	N?	0	ACM	1034
expert, experts	expert, experten, experter	N	1	GF	587
expire expires expired	utlöpa löper utgånget	N?	0	ICT	1136
explain explanation	förklara förklaring	N?	0	ICT	1137
explicit	tydlig, tydligt, tydliga	A	1	GF	588
explicit congestion notification	explicit överbelastning underrättelse	N?	0	ICT	1139
explicit explicitly	uttrycklig uttryckligen	N?	0	ICT	1138
exploit exploits exploiting exploitation	utnyttja utnyttjar utnyttjar utnyttjande	N?	0	ICT	1140
explore explores explorers explored exploring	utforska utforskar upptäckts utforskas utforska	N?	0	ICT	1141
explore, explored, explored	 utforska, utforskade, utforskat	V	1	GF	589
expose exposure exposing	exponera exponering exponera	N?	0	ICT	1142
express expressed	uttrycka uttryckt	N?	0	ICT	1143
express, expressed, expressed	 uttrycka, uttryckte, uttryckt	V	1	GF	590
expression, expressions	uttryck, uttrycket, uttryck	N	1	GF	591
Expressions and Their Representation (E.1, E.2)	Uttryck och deras representation (E.1, E.2)	N?	0	ACM	981
expressiveness	uttrycksfullhet	N?	0	ICT	1144
extend extends extended extending extensible extension	sträcka sträcker förlängd sträcker töjbara förlängning	N?	0	ICT	1145
extend, extended, extended	 utöka, utökade, utökat	V	1	GF	592
Extensibility [**]	Utsträckbarhet/töjbarhet [**]	N?	0	ACM	375
Extensible languages	Uttänjbara/utsträckbara språk	N?	0	ACM	427
extensible markup language (XML)		N?	0	ICT	1146
eXtensible Service Protocol (XSP)		N?	0	ICT	1147
extension extensions extensive extensible extensibility	förlängning förlängningar omfattande töjbara töjbarhet	N?	0	ICT	1149
extension, extensions	förlängning, förlängningen, förlängningar	N	1	GF	593
extent	utsträckning/omfattning	N?	0	ICT	1148
exterior	exteriör	N?	0	ICT	1150
exterior	yttre, yttre, yttre	A	1	GF	594
exterior, exteriors	yttre, yttret, yttren	N	1	GF	595
external	extern	N?	0	ICT	1151
external	extern, externt, externa	A	1	GF	596
extract clinical information	extrahera klinisk information	N?	0	ICT	1153
extract, extracted, extracted	 extrahera, extraherade, extraherat	V	1	GF	597
extract, extracts	utdrag, utdraget, utdrag	N	1	GF	598
Extract, Transform, and Load (ETL)		N?	0	ICT	1154
extraction, extractions	extraktion, extraktionen, extraktioner	N	1	GF	599
extract|s	extrakt/extrahera	N?	0	ICT	1152
Extrapolation		N?	0	ACM	676
extreme	extrem, extremt, extrema	A	1	GF	600
extremely	extremt	N?	0	ICT	1155
fabricate fabricated fabrication	fabricera fabricerad fabricering	N?	0	ICT	1156
faced	inför	N?	0	ICT	1157
facilitate|s facilitating	underlätta underlättar underlättande	N?	0	ICT	1158
facilities-based	faciliteter-baserade	N?	0	ICT	1159
facility	anläggning	N?	0	ICT	1160
facility, facilities	möjlighet, möjligheten, möjligheter	N	1	GF	601
Factoid	faktoid	N?	0	ICT	1161
factor	faktor	N?	0	ICT	1162
factor, factors	faktor, faktorn, faktorer	N	1	GF	602
factory, factories	fabrik, fabriken, fabriker	N	1	GF	603
faculty	fakultet	N?	0	ICT	1163
fading	blekning	N?	0	ICT	1164
fail fails failed	Känd misslyckas misslyckades	N?	0	ICT	1165
failover	växling vid fel	N?	0	ICT	1167
failure failures	misslyckande misslyckanden	N?	0	ICT	1166
failure recovery	fel återhämtning	N?	0	ICT	1168
fairly	ganska	N?	0	ICT	1169
fall falls	falla faller	N?	0	ICT	1175
false	falsk, falskt, falska	A	1	GF	604
family	familj	N?	0	ICT	1170
famines	svält	N?	0	ICT	1171
fan, fanned, fanned	 fläkta, fläktade, fläktat	V	1	GF	605
fan, fans	fläkt, fläkten, fläktar	N	1	GF	606
farther	längre	N?	0	ICT	1172
fashion	mode	N?	0	ICT	1173
fast	snabb, snabbt, snabba	A	1	GF	607
Fast Fourier transforms (FFT)		N?	0	ACM	684
fast-flux		N?	0	ICT	1176
faster	snabbare	N?	0	ICT	1174
fault detection and localization	fel upptäckt och lokalisering	N?	0	ICT	1178
fault management	felhantering	N?	0	ICT	1179
Fault tolerance	Feltolerans	N?	0	ACM	281
fault tolerant control	feltolerant kontroll	N?	0	ICT	1180
fault, faults	fel, felet, fel	N	1	GF	608
Fault-tolerance	Feltolerans	N?	0	ACM	502
fault|s	fel	N?	0	ICT	1177
fax faxes	fax	N?	0	ICT	1181
feasibility study	förstudie	N?	0	ICT	1182
feasibility study, feasibility studies	förstudie, förstudien, förstudier	N	1	GF	609
feasible	genomförbart	N?	0	ICT	1183
feature detection	funktionen detektering	N?	0	ICT	1185
Feature evaluation and selection	Utvärdering och val av karakteristika	N?	0	ACM	1221
feature extraction		N?	0	ICT	1186
feature features	funktion funktioner	N?	0	ICT	1187
Feature Measurement	Särdragsmätning	N?	0	ACM	1181
Feature representation	Särdragsrepresentation	N?	0	ACM	1182
feature selection	funktionen val	N?	0	ICT	1188
feature, features	funktion, funktionen, funktioner	N	1	GF	610
feature|s featured featuring	"särdrag särdrag skiss ""som presenterar"""	N?	0	ICT	1184
federated cloud	federerade moln	N?	0	ICT	1190
federated identity management	förenade identitetshantering	N?	0	ICT	1191
federation	federation/förbund	N?	0	ICT	1192
fee fees	avgifts avgifter	N?	0	ICT	1193
feed, feeds	flöde, flödet, flöden	N	1	GF	611
feedback	återkoppling	N?	0	ICT	1194
fewer	färre	N?	0	ICT	1195
fiber access networks	fiberaccessnät	N?	0	ICT	1197
Fiber optics	Fiberoptik	N?	0	ACM	96
fiber-to-the-home (FTTH)	fiber till hemmet	N?	0	ICT	1198
fibers	fibrer	N?	0	ICT	1196
fidelity	trohet	N?	0	ICT	1199
field fields	fält	N?	0	ICT	1200
field programmable gate array (FPGA)	på-plats-programmerbar grindmatris	N?	0	ICT	1201
field test	fältmätningar	N?	0	ICT	1202
field, fields	fält, fältet, fält	N	1	GF	612
fighting	stridande	N?	0	ICT	1203
figure figures	figuren figurer	N?	0	ICT	1204
file carving		N?	0	ICT	1205
file distribution system		N?	0	ICT	1206
file files filed	fil filer arkiveras	N?	0	ICT	1207
file format, file formats	filformat, filformatet, filformat	N	1	GF	613
file fragmentation		N?	0	ICT	1208
file name, file names	filnamn, filnamnet, filnamn	N	1	GF	614
File organization		N?	0	ACM	877
File organization	Organisation av filer	N?	0	ACM	491
File Systems Management (E.5)	Hantering av filsystem (E.5)	N?	0	ACM	487
file transfer protocol (FTP)	filöverföringsprotokoll 	N?	0	ICT	1209
file, filed, filed	 arkivera, arkiverade, arkiverat	V	1	GF	615
file, files	fil, filen, filer	N	1	GF	616
filename extension, filename extensions	filändelse, filändelsen, filändelser	N	1	GF	617
FILES (4.3, F.2.2, H.2)	FILER (4.3, F.2.2, H.2)	N?	0	ACM	561
filing, filings	arkivering, arkiveringen, arkiveringar	N	1	GF	618
filter, filtered, filtered	 filtrera, filtrerade, filtrerat	V	1	GF	619
filtered filters	filtrerade filter	N?	0	ICT	1211
Filtering	Filtrering	N?	0	ACM	1161
filter|s filter (verb) filtering	filtret|filter filtrering filtrera 	N?	0	ICT	1210
final finally	slutlig slutligen	N?	0	ICT	1212
finance	finans	N?	0	ICT	1213
finance, financed, financed	 finansiera, finansierade, finansierat	V	1	GF	620
Financial (e.g., EFTS)	Finanssektor (t.ex. elektronisk överföring av finansiella transaktioner)	N?	0	ACM	1292
financial business	finansiell verksamhet	N?	0	ICT	1214
financial reporting	finansiell rapportering	N?	0	ICT	1215
financial sector	finansiella sectorn	N?	0	ICT	1216
financial services	finansiella tjänster	N?	0	ICT	1217
financial transaction	finansiell transaktion	N?	0	ICT	1218
find finds finding	hitta fynd finna	N?	0	ICT	1219
Fine arts	Sköna konsterna	N?	0	ACM	1319
finely	fint	N?	0	ICT	1220
fingerprint	fingeravtryck	N?	0	ICT	1221
fingerprinting		N?	0	ICT	1222
finite	ändlig, ändligt, ändliga	A	1	GF	621
Finite difference methods		N?	0	ACM	708
Finite difference methods		N?	0	ACM	738
Finite difference methods		N?	0	ACM	746
finite element (FE) effective index method (EIM)	finita element (FE) effektiva indexmetoden (EIM)	N?	0	ICT	1223
Finite element methods		N?	0	ACM	747
finite elements method	finita element-metoden	N?	0	ICT	1224
finite state machine (FSM)	ändlig tillståndsmaskin	N?	0	ICT	1225
Finite volume methods		N?	0	ACM	748
firefox plugin		N?	0	ICT	1226
firewall firewalls	brandväggs brandväggar	N?	0	ICT	1227
firewall, firewalls	brandvägg, brandväggen, brandväggar	N	1	GF	622
firmware applications		N?	0	ICT	1228
Firmware engineering [**]	Konstruktion i fasta program [**]	N?	0	ACM	27
Firmware support of operating systems/instruction sets [**]	Stöd för operativsystem/instruktionsuppsättningar via fasta program	N?	0	ACM	34
firmware update over the air	firmwareuppgradering via luften	N?	0	ICT	1229
firmware, firmwares	firmware, firmwaret, firmwares	N	1	GF	623
fixed	fast/fixerad	N?	0	ICT	1230
flash crowd/flash mob/flashmob	flash mob	N?	0	ICT	1231
flash memory, flash memories	flashminne, flashminnet, flashminnen	N	1	GF	624
flash, flashed, flashed	 blinka, blinkade, blinkat	V	1	GF	625
flash, flashes	sken, skenet, sken	N	1	GF	626
fleet	flotta	N?	0	ICT	1232
flexible flexibility	flexibel flexibilitet	N?	0	ICT	1233
flight simulator, flight simulators	flygsimulator, flygsimulatorn, flygsimulatorer	N	1	GF	627
float (a C declaration of a floating point value)		N?	0	ICT	1234
floating point number, floating point numbers	flyttal, flyttalet, flyttal	N	1	GF	628
floating point value	flyttalsvärde	N?	0	ICT	1235
flooding	översvämning	N?	0	ICT	1236
floppy disk, floppy disks	diskett, disketten, disketter	N	1	GF	629
Flow charts	Flödesscheman	N?	0	ACM	327
flow flows flowing	"flöda/flöde flödar/flöden ""som flyter"""	N?	0	ICT	1237
flow, flows	flöde, flödet, flöden	N	1	GF	630
fluid	flytande, flytande, flytande	A	1	GF	631
fluid, fluids	vätska, vätskan, vätskor	N	1	GF	632
fluids	fluider/vätska	N?	0	ICT	1238
flush	spola	N?	0	ICT	1239
focus focuses focused	fokuser/fokus fokuserar fokuserade	N?	0	ICT	1240
focus, focused, focused	 fokusera, fokuserade, fokuserat	V	1	GF	633
foldable	vikbar	N?	0	ICT	1241
follow follows followed	följ följer följt	N?	0	ICT	1242
footfall	stegljud	N?	0	ICT	1243
footnotes	fotnoter	N?	0	ICT	1244
footprint	fotavtryck	N?	0	ICT	1245
force forces forced	kraft krafter tvingas	N?	0	ICT	1246
forecast	prognos	N?	0	ICT	1247
foreign	utländsk/främmande/utrikes-	N?	0	ICT	1248
forestry machines	skogsmaskiner	N?	0	ICT	1249
forgery, forgeries	förfalskning, förfalskningen, förfalskningar	N	1	GF	634
fork forked forking	förgrena förgrenade förgrening	N?	0	ICT	1250
form factor, form factors	formfaktor, formfaktoren, formfaktorer	N	1	GF	635
form forms formed forming	formulär former bildas formning	N?	0	ICT	1251
form, forms	formulär, formuläret, formulär	N	1	GF	636
formal	formell, formellt, formella	A	1	GF	637
Formal Definitions and Theory (2.1, F.1, F.2, F.4.2, F.4.3)	Formella definitioner och teori (2.1, F.1, F.2, F.4.2, F.4.3) 	N?	0	ACM	418
Formal Languages (3.1)	Formella språk	N?	0	ACM	654
Formal methods	Formella metoder	N?	0	ACM	349
formal methods	formella metoder	N?	0	ICT	1252
Formal models [**]		N?	0	ACM	102
Formal models [**]	Formella modeller	N?	0	ACM	19
Formal models [**]	Formella modeller [**]	N?	0	ACM	74
Formal models of communication	Formella kommunikationsmodeller	N?	0	ACM	559
formal verification, formal verifications	formell verifiering, formella verifieringen, formella verifieringar	N	1	GF	638
formally	formellt	N?	0	ICT	1253
Format and notation	Format och teckensystem	N?	0	ACM	1269
format formats formatted formation	format format formaterade bildning	N?	0	ICT	1254
format, formats	format, formatet, format	N	1	GF	639
former formerly	tidigare förut/fordom/förr	N?	0	ICT	1255
formula, formulas	formel, formeln, formler	N	1	GF	640
formulate, formulated, formulated	 formulera, formulerade, formulerat	V	1	GF	641
forthcoming	kommande	N?	0	ICT	1256
forum	forum	N?	0	ICT	1257
forward forwards forwarding forwarded	vidarebefordra/eftersända/omdirigera	N?	0	ICT	1258
Forward-Time Central-Space (FTCS)		N?	0	ICT	1259
forwarding, forwardings	spedition, speditionen, speditioner	N	1	GF	642
found founded	funnen grundad	N?	0	ICT	1260
foundation	fundamentet/stiftelse	N?	0	ICT	1261
foundation, foundations	grund, grunden, grunder	N	1	GF	643
four-legged	fyrbent	N?	0	ICT	1262
Fractals	Fraktaler	N?	0	ACM	1137
fraction fractional	fraktion fraktionerad	N?	0	ICT	1263
fractional Fourier transform (FRFT)		N?	0	ICT	1264
fragment|s fragmented	fragmentet|fragmenten/fragment fragmenterad	N?	0	ICT	1265
frame frames	ram ramar	N?	0	ICT	1266
Frame relay networks	Frame relay-nät	N?	0	ACM	241
frame, frames	ram, ramen, ramar	N	1	GF	644
Frames and scripts	Ramar och manuskript	N?	0	ACM	1025
framework frameworks	ramverks	N?	0	ICT	1267
framework, frameworks	ramverk, ramverket, ramverk	N	1	GF	645
Frameworks	Ramar	N?	0	ACM	445
franchising	franchising	N?	0	ICT	1268
fraud	bedrägeri	N?	0	ICT	1269
Fredholm equations		N?	0	ACM	758
free	fri, fritt, fria	A	1	GF	646
free frees freed	fri frigör befriat	N?	0	ICT	1270
free, freed, freed	 fria, friade, friat	V	1	GF	647
free-running	frigång	N?	0	ICT	1271
free-space	fritt utrymme	N?	0	ICT	1272
free-time	fri-tid	N?	0	ICT	1273
freeconomics		N?	0	ICT	1274
freedom	trygghet	N?	0	ICT	1275
freedom with responsibility	frihet under ansvar	N?	0	ICT	1276
Freeware/shareware	Gratisprogram/Spridprogram	N?	0	ACM	1466
freezes freezing	fryser frysning	N?	0	ICT	1277
frequency frequencies	frekvens frekvenser	N?	0	ICT	1278
frequency, frequencys	frekvens, frekvensen, frekvenser	N	1	GF	648
frequency-division/time-division	frekvensdelning / tidsuppdelad	N?	0	ICT	1279
frequent frequently	frekvent ofta	N?	0	ICT	1280
fresh food transportation	färska livsmedel transport	N?	0	ICT	1281
friend friends	vän vänner	N?	0	ICT	1282
from/to	från / till	N?	0	ICT	1283
front	främre/främsta	N?	0	ICT	1284
front, fronts	front, fronten, fronter	N	1	GF	649
front-end	framända	N?	0	ICT	1285
frontier, frontiers	gräns, gränsen, gränser	N	1	GF	650
